,Year,Departamento,celda,Electores,Poblacion,PIM,Devengado,PIMCC,DevengadoCC,PIMFONDES,DevengadoFONDES
0,2015,AMAZONAS,Tres niveles de gobierno,228936,422629,892852469,735523335,12014639,8975173,0,0
1,2015,AMAZONAS,Gobierno Nacional,228936,422629,356715282,341393096,0,0,0,0
2,2015,AMAZONAS,Gobierno Regional,228936,422629,202960280,166339112,10954817,8416612,0,0
3,2015,AMAZONAS,Gobierno Local,228936,422629,333176907,227791128,1059822,558561,0,0
4,2015,ANCASH,Tres niveles de gobierno,661380,1148634,1242315262,679241101,31174571,15649715,0,0
5,2015,ANCASH,Gobierno Nacional,661380,1148634,310864153,204035672,5475838,5432688,0,0
6,2015,ANCASH,Gobierno Regional,661380,1148634,198847827,49365547,5097026,0,0,0
7,2015,ANCASH,Gobierno Local,661380,1148634,732603282,425839882,20601707,10217027,0,0
8,2015,APURIMAC,Tres niveles de gobierno,242965,458830,1317800243,766673289,76384514,67042316,0,0
9,2015,APURIMAC,Gobierno Nacional,242965,458830,285978405,245439798,0,0,0,0
10,2015,APURIMAC,Gobierno Regional,242965,458830,281882101,232279264,64977212,64445362,0,0
11,2015,APURIMAC,Gobierno Local,242965,458830,749939737,288954227,11407302,2596954,0,0
12,2015,AREQUIPA,Tres niveles de gobierno,850913,1287205,1863827690,1171034749,17053807,4458292,0,0
13,2015,AREQUIPA,Gobierno Nacional,850913,1287205,441067814,398115057,0,0,0,0
14,2015,AREQUIPA,Gobierno Regional,850913,1287205,427091997,260342001,0,0,0,0
15,2015,AREQUIPA,Gobierno Local,850913,1287205,995667879,512577692,17053807,4458292,0,0
16,2015,AYACUCHO,Tres niveles de gobierno,364963,688657,1848001082,1486547059,28783844,18953511,0,0
17,2015,AYACUCHO,Gobierno Nacional,364963,688657,622178227,548419298,0,0,0,0
18,2015,AYACUCHO,Gobierno Regional,364963,688657,476648674,405176951,5244084,4495529,0,0
19,2015,AYACUCHO,Gobierno Local,364963,688657,749174181,532950809,23539760,14457982,0,0
20,2015,CAJAMARCA,Tres niveles de gobierno,807357,1529755,2141284200,1549619670,47285818,19916052,0,0
21,2015,CAJAMARCA,Gobierno Nacional,807357,1529755,853750140,763000164,1697921,1645666,0,0
22,2015,CAJAMARCA,Gobierno Regional,807357,1529755,251720851,151759335,2751081,2247326,0,0
23,2015,CAJAMARCA,Gobierno Local,807357,1529755,1035813209,634860171,42836816,16023059,0,0
24,2015,CALLAO,Tres niveles de gobierno,648367,1010315,2518437431,2413553099,0,0,0,0
25,2015,CALLAO,Gobierno Nacional,648367,1010315,2249658780,2204877859,0,0,0,0
26,2015,CALLAO,Gobierno Regional,648367,1010315,169383787,131696292,0,0,0,0
27,2015,CALLAO,Gobierno Local,648367,1010315,99394864,76978948,0,0,0,0
28,2015,CUSCO,Tres niveles de gobierno,756348,1316729,3444032663,2924104532,62364897,54896719,0,0
29,2015,CUSCO,Gobierno Nacional,756348,1316729,1099640843,1015690613,603398,603397,0,0
30,2015,CUSCO,Gobierno Regional,756348,1316729,533010683,429793963,5893238,5838026,0,0
31,2015,CUSCO,Gobierno Local,756348,1316729,1811381137,1478619956,55868261,48455296,0,0
32,2015,HUANCAVELICA,Tres niveles de gobierno,205637,494963,1199841306,992439118,9097906,8662727,0,0
33,2015,HUANCAVELICA,Gobierno Nacional,205637,494963,510338198,459546277,0,0,0,0
34,2015,HUANCAVELICA,Gobierno Regional,205637,494963,224154972,186529656,6305682,6204268,0,0
35,2015,HUANCAVELICA,Gobierno Local,205637,494963,465348136,346363185,2792224,2458460,0,0
36,2015,HUANUCO,Tres niveles de gobierno,427449,860537,1099071597,814417258,22438180,19660047,0,0
37,2015,HUANUCO,Gobierno Nacional,427449,860537,267277312,229655633,4102962,4079349,0,0
38,2015,HUANUCO,Gobierno Regional,427449,860537,236146611,218625287,8010589,8007174,0,0
39,2015,HUANUCO,Gobierno Local,427449,860537,595647674,366136337,10324629,7573524,0,0
40,2015,ICA,Tres niveles de gobierno,507681,787170,651330003,450383657,15422096,8520175,0,0
41,2015,ICA,Gobierno Nacional,507681,787170,91373518,71857467,0,0,0,0
42,2015,ICA,Gobierno Regional,507681,787170,110254960,93028838,0,0,0,0
43,2015,ICA,Gobierno Local,507681,787170,449701525,285497352,15422096,8520175,0,0
44,2015,JUNIN,Tres niveles de gobierno,773922,1350783,1274724016,907968905,17715166,4054177,0,0
45,2015,JUNIN,Gobierno Nacional,773922,1350783,257864614,206777549,0,0,0,0
46,2015,JUNIN,Gobierno Regional,773922,1350783,326368694,279574173,407577,357381,0,0
47,2015,JUNIN,Gobierno Local,773922,1350783,690490708,421617183,17307589,3696796,0,0
48,2015,LA LIBERTAD,Tres niveles de gobierno,1100416,1859640,1871295615,1409601755,5205846,3231401,0,0
49,2015,LA LIBERTAD,Gobierno Nacional,1100416,1859640,318827934,289174736,0,0,0,0
50,2015,LA LIBERTAD,Gobierno Regional,1100416,1859640,632180628,555634833,0,0,0,0
51,2015,LA LIBERTAD,Gobierno Local,1100416,1859640,920287053,564792186,5205846,3231401,0,0
52,2015,LAMBAYEQUE,Tres niveles de gobierno,732843,1260650,984539624,657917504,11289619,9846163,0,0
53,2015,LAMBAYEQUE,Gobierno Nacional,732843,1260650,141239255,102937709,0,0,0,0
54,2015,LAMBAYEQUE,Gobierno Regional,732843,1260650,375462889,290365618,0,0,0,0
55,2015,LAMBAYEQUE,Gobierno Local,732843,1260650,467837480,264614177,11289619,9846163,0,0
56,2015,LIMA,Tres niveles de gobierno,6333911,9838251,7652654119,6480901318,16381226,14508712,0,0
57,2015,LIMA,Gobierno Nacional,6333911,9838251,5743241013,5232357067,3345096,3345096,0,0
58,2015,LIMA,Gobierno Regional,6333911,9838251,234410954,197557109,470971,470927,0,0
59,2015,LIMA,Gobierno Local,6333911,9838251,1675002152,1050987142,12565159,10692689,0,0
60,2015,LORETO,Tres niveles de gobierno,511703,1039372,761776678,606140063,6477355,2941772,0,0
61,2015,LORETO,Gobierno Nacional,511703,1039372,208734700,156784105,0,0,0,0
62,2015,LORETO,Gobierno Regional,511703,1039372,187421714,175160181,2213019,0,0,0
63,2015,LORETO,Gobierno Local,511703,1039372,365620264,274195778,4264336,2941772,0,0
64,2015,MADRE DE DIOS,Tres niveles de gobierno,93243,137316,448947878,387387002,2665300,2563655,0,0
65,2015,MADRE DE DIOS,Gobierno Nacional,93243,137316,265034313,245099247,0,0,0,0
66,2015,MADRE DE DIOS,Gobierno Regional,93243,137316,140627124,109215042,2640444,2543999,0,0
67,2015,MADRE DE DIOS,Gobierno Local,93243,137316,43286441,33072712,24856,19655,0,0
68,2015,MOQUEGUA,Tres niveles de gobierno,119686,180477,550134445,359186288,2339618,1570546,0,0
69,2015,MOQUEGUA,Gobierno Nacional,119686,180477,80817079,35045060,0,0,0,0
70,2015,MOQUEGUA,Gobierno Regional,119686,180477,156543635,135427255,241462,208426,0,0
71,2015,MOQUEGUA,Gobierno Local,119686,180477,312773731,188713973,2098156,1362120,0,0
72,2015,PASCO,Tres niveles de gobierno,161868,304158,644975703,511779170,19634465,17470066,0,0
73,2015,PASCO,Gobierno Nacional,161868,304158,183646858,172289933,0,0,0,0
74,2015,PASCO,Gobierno Regional,161868,304158,211884649,172137551,9218628,9084565,0,0
75,2015,PASCO,Gobierno Local,161868,304158,249444196,167351686,10415837,8385501,0,0
76,2015,PIURA,Tres niveles de gobierno,1128746,1844129,1967780575,1628653848,9476639,4241743,0,0
77,2015,PIURA,Gobierno Nacional,1128746,1844129,684177301,642567841,47200,47200,0,0
78,2015,PIURA,Gobierno Regional,1128746,1844129,315904308,268276271,163077,88636,0,0
79,2015,PIURA,Gobierno Local,1128746,1844129,967698966,717809735,9266362,4105907,0,0
80,2015,PUNO,Tres niveles de gobierno,750285,1415608,1873653581,1295697108,7960321,4479475,0,0
81,2015,PUNO,Gobierno Nacional,750285,1415608,651263232,558376805,0,0,0,0
82,2015,PUNO,Gobierno Regional,750285,1415608,233053728,179806090,2276606,2276603,0,0
83,2015,PUNO,Gobierno Local,750285,1415608,989336621,557514213,5683715,2202872,0,0
84,2015,SAN MARTIN,Tres niveles de gobierno,481748,840790,1322987725,1081917090,14159635,12682696,0,0
85,2015,SAN MARTIN,Gobierno Nacional,481748,840790,187889318,155781020,0,0,0,0
86,2015,SAN MARTIN,Gobierno Regional,481748,840790,665581804,599241513,3035124,1937841,0,0
87,2015,SAN MARTIN,Gobierno Local,481748,840790,469516603,326894557,11124511,10744854,0,0
88,2015,TACNA,Tres niveles de gobierno,223313,341838,454080628,347016020,5219052,4963656,0,0
89,2015,TACNA,Gobierno Nacional,223313,341838,51462886,33553840,0,0,0,0
90,2015,TACNA,Gobierno Regional,223313,341838,92580654,70572986,0,0,0,0
91,2015,TACNA,Gobierno Local,223313,341838,310037088,242889194,5219052,4963656,0,0
92,2015,TUMBES,Tres niveles de gobierno,143767,237685,332738639,229257269,1015028,883104,0,0
93,2015,TUMBES,Gobierno Nacional,143767,237685,82324840,60295946,0,0,0,0
94,2015,TUMBES,Gobierno Regional,143767,237685,82733322,44671609,329622,293417,0,0
95,2015,TUMBES,Gobierno Local,143767,237685,167680477,124289713,685406,589686,0,0
96,2015,UCAYALI,Tres niveles de gobierno,292487,495522,702498307,574855205,201392,25034,0,0
97,2015,UCAYALI,Gobierno Nacional,292487,495522,276818687,252825680,0,0,0,0
98,2015,UCAYALI,Gobierno Regional,292487,495522,194553084,146712852,0,0,0,0
99,2015,UCAYALI,Gobierno Local,292487,495522,231126536,175316673,201392,25034,0,0
100,2015,NACIONAL,Tres niveles de gobierno,18549934,31151643,39061581479,30461815412,441760934,310196927,0,0
101,2015,NACIONAL,Gobierno Nacional,18549934,31151643,16222184702,14625897472,15272415,15153396,0,0
102,2015,NACIONAL,Gobierno Regional,18549934,31151643,6961409930,5549289329,130230259,116916092,0,0
103,2015,NACIONAL,Gobierno Local,18549934,31151643,15877986847,10286628609,296258260,178127436,0,0
104,2016,AMAZONAS,Tres niveles de gobierno,232278,423898,933424894,678069135,12701218,10974041,0,0
105,2016,AMAZONAS,Gobierno Nacional,232278,423898,364449514,285503259,19110,5919,0,0
106,2016,AMAZONAS,Gobierno Regional,232278,423898,240859631,173227726,8733077,8093099,0,0
107,2016,AMAZONAS,Gobierno Local,232278,423898,328115749,219338149,3949031,2875024,0,0
108,2016,ANCASH,Tres niveles de gobierno,676037,1154639,1326827022,706158454,42978803,27144491,0,0
109,2016,ANCASH,Gobierno Nacional,676037,1154639,246615505,115397006,5358697,4930559,0,0
110,2016,ANCASH,Gobierno Regional,676037,1154639,206609319,54698683,6328136,3303304,0,0
111,2016,ANCASH,Gobierno Local,676037,1154639,873602198,536062765,31291970,18910627,0,0
112,2016,APURIMAC,Tres niveles de gobierno,245364,460868,1441580350,888306472,70815918,56818386,0,0
113,2016,APURIMAC,Gobierno Nacional,245364,460868,237600276,161101642,0,0,0,0
114,2016,APURIMAC,Gobierno Regional,245364,460868,229114720,156637698,38692447,38137233,0,0
115,2016,APURIMAC,Gobierno Local,245364,460868,974865354,570567132,32123471,18681152,0,0
116,2016,AREQUIPA,Tres niveles de gobierno,878878,1301298,2009221200,1234891463,21265078,8681053,0,0
117,2016,AREQUIPA,Gobierno Nacional,878878,1301298,377705625,238774950,0,0,0,0
118,2016,AREQUIPA,Gobierno Regional,878878,1301298,567981002,373840425,0,0,0,0
119,2016,AREQUIPA,Gobierno Local,878878,1301298,1063534573,622276088,21265078,8681053,0,0
120,2016,AYACUCHO,Tres niveles de gobierno,370683,696152,1579456042,1068288281,58807292,41002405,0,0
121,2016,AYACUCHO,Gobierno Nacional,370683,696152,377402007,277671956,0,0,0,0
122,2016,AYACUCHO,Gobierno Regional,370683,696152,367847580,270392967,14238996,6163049,0,0
123,2016,AYACUCHO,Gobierno Local,370683,696152,834206455,520223358,44568296,34839356,0,0
124,2016,CAJAMARCA,Tres niveles de gobierno,817826,1533783,2196422656,1343265086,66125734,50231057,0,0
125,2016,CAJAMARCA,Gobierno Nacional,817826,1533783,622856383,405775224,398700,398694,0,0
126,2016,CAJAMARCA,Gobierno Regional,817826,1533783,306204250,150003394,2298135,1376131,0,0
127,2016,CAJAMARCA,Gobierno Local,817826,1533783,1267362023,787486468,63428899,48456231,0,0
128,2016,CALLAO,Tres niveles de gobierno,668669,1024439,1398826506,886319342,0,0,0,0
129,2016,CALLAO,Gobierno Nacional,668669,1024439,958056338,592262687,0,0,0,0
130,2016,CALLAO,Gobierno Regional,668669,1024439,302837728,219659030,0,0,0,0
131,2016,CALLAO,Gobierno Local,668669,1024439,137932440,74397625,0,0,0,0
132,2016,CUSCO,Tres niveles de gobierno,773014,1324371,3155809150,2394079507,58926310,51594636,0,0
133,2016,CUSCO,Gobierno Nacional,773014,1324371,799748056,574784843,10277,10277,0,0
134,2016,CUSCO,Gobierno Regional,773014,1324371,632474491,421559603,5750149,5304732,0,0
135,2016,CUSCO,Gobierno Local,773014,1324371,1723586603,1397735061,53165884,46279628,0,0
136,2016,HUANCAVELICA,Tres niveles de gobierno,204276,498556,1205347337,931728780,15865759,9407765,0,0
137,2016,HUANCAVELICA,Gobierno Nacional,204276,498556,423940282,385944397,0,0,0,0
138,2016,HUANCAVELICA,Gobierno Regional,204276,498556,199772391,160966725,3846755,3676466,0,0
139,2016,HUANCAVELICA,Gobierno Local,204276,498556,581634664,384817657,12019004,5731299,0,0
140,2016,HUANUCO,Tres niveles de gobierno,431645,866631,1261681966,917810338,26787462,20933541,0,0
141,2016,HUANUCO,Gobierno Nacional,431645,866631,325996813,247553968,0,0,0,0
142,2016,HUANUCO,Gobierno Regional,431645,866631,222468813,199654161,7712515,6995767,0,0
143,2016,HUANUCO,Gobierno Local,431645,866631,713216340,470602209,19074947,13937774,0,0
144,2016,ICA,Tres niveles de gobierno,525605,794919,721976254,422460298,14782294,10120571,0,0
145,2016,ICA,Gobierno Nacional,525605,794919,176681288,71053837,0,0,0,0
146,2016,ICA,Gobierno Regional,525605,794919,128624442,99205575,420454,307413,0,0
147,2016,ICA,Gobierno Local,525605,794919,416670524,252200886,14361840,9813158,0,0
148,2016,JUNIN,Tres niveles de gobierno,785493,1360506,1600304819,1002166969,44254784,25495207,0,0
149,2016,JUNIN,Gobierno Nacional,785493,1360506,392560053,234662737,0,0,0,0
150,2016,JUNIN,Gobierno Regional,785493,1360506,419021898,280832012,0,0,0,0
151,2016,JUNIN,Gobierno Local,785493,1360506,788722868,486672220,44254784,25495207,0,0
152,2016,LA LIBERTAD,Tres niveles de gobierno,1136638,1882405,1836173279,1332065924,16642305,13975822,0,0
153,2016,LA LIBERTAD,Gobierno Nacional,1136638,1882405,145605064,89090545,0,0,0,0
154,2016,LA LIBERTAD,Gobierno Regional,1136638,1882405,668665921,540239000,0,0,0,0
155,2016,LA LIBERTAD,Gobierno Local,1136638,1882405,1021902294,702736380,16642305,13975822,0,0
156,2016,LAMBAYEQUE,Tres niveles de gobierno,751693,1270794,1165446782,650897582,22353797,5904945,0,0
157,2016,LAMBAYEQUE,Gobierno Nacional,751693,1270794,348110460,100418047,0,0,0,0
158,2016,LAMBAYEQUE,Gobierno Regional,751693,1270794,342644343,276153957,0,0,0,0
159,2016,LAMBAYEQUE,Gobierno Local,751693,1270794,474691979,274325578,22353797,5904945,0,0
160,2016,LIMA,Tres niveles de gobierno,6533063,9989369,7533952964,5163239221,15860634,7939935,0,0
161,2016,LIMA,Gobierno Nacional,6533063,9989369,5535346088,3963581562,3203646,1601710,0,0
162,2016,LIMA,Gobierno Regional,6533063,9989369,196589101,161456859,1244222,431424,0,0
163,2016,LIMA,Gobierno Local,6533063,9989369,1802017775,1038200800,11412766,5906801,0,0
164,2016,LORETO,Tres niveles de gobierno,523205,1049364,953584567,557929359,10866909,9688965,0,0
165,2016,LORETO,Gobierno Nacional,523205,1049364,225815218,108255942,199374,0,0,0
166,2016,LORETO,Gobierno Regional,523205,1049364,225728762,129479373,11500,11500,0,0
167,2016,LORETO,Gobierno Local,523205,1049364,502040587,320194044,10656035,9677465,0,0
168,2016,MADRE DE DIOS,Tres niveles de gobierno,97938,140508,477882946,386639130,8968560,2408122,0,0
169,2016,MADRE DE DIOS,Gobierno Nacional,97938,140508,264754140,235431424,0,0,0,0
170,2016,MADRE DE DIOS,Gobierno Regional,97938,140508,142178363,107700606,939292,934410,0,0
171,2016,MADRE DE DIOS,Gobierno Local,97938,140508,70950443,43507099,8029268,1473712,0,0
172,2016,MOQUEGUA,Tres niveles de gobierno,122115,182333,660241471,455420729,8779883,4709541,0,0
173,2016,MOQUEGUA,Gobierno Nacional,122115,182333,97215515,43590528,0,0,0,0
174,2016,MOQUEGUA,Gobierno Regional,122115,182333,230390413,185283526,23734,22500,0,0
175,2016,MOQUEGUA,Gobierno Local,122115,182333,332635543,226546675,8756149,4687041,0,0
176,2016,PASCO,Tres niveles de gobierno,162935,306322,739772091,530741598,12391679,10064333,0,0
177,2016,PASCO,Gobierno Nacional,162935,306322,161973204,119847413,0,0,0,0
178,2016,PASCO,Gobierno Regional,162935,306322,291667641,236016805,5410617,5247428,0,0
179,2016,PASCO,Gobierno Local,162935,306322,286131246,174877380,6981062,4816905,0,0
180,2016,PIURA,Tres niveles de gobierno,1162618,1858617,1990225953,1312875799,21410066,17119654,0,0
181,2016,PIURA,Gobierno Nacional,1162618,1858617,649922516,478078209,0,0,0,0
182,2016,PIURA,Gobierno Regional,1162618,1858617,372211536,209902120,0,0,0,0
183,2016,PIURA,Gobierno Local,1162618,1858617,968091901,624895469,21410066,17119654,0,0
184,2016,PUNO,Tres niveles de gobierno,754533,1429098,2195036381,1593571357,15190224,8622939,0,0
185,2016,PUNO,Gobierno Nacional,754533,1429098,915196449,775786526,0,0,0,0
186,2016,PUNO,Gobierno Regional,754533,1429098,232966362,155123197,2300000,2241699,0,0
187,2016,PUNO,Gobierno Local,754533,1429098,1046873570,662661634,12890224,6381240,0,0
188,2016,SAN MARTIN,Tres niveles de gobierno,493843,851883,1206444334,912579709,13288323,7839682,0,0
189,2016,SAN MARTIN,Gobierno Nacional,493843,851883,140270292,97629471,1500000,1499069,0,0
190,2016,SAN MARTIN,Gobierno Regional,493843,851883,513464933,431232494,2787655,1724684,0,0
191,2016,SAN MARTIN,Gobierno Local,493843,851883,552709109,383717743,9000668,4615929,0,0
192,2016,TACNA,Tres niveles de gobierno,230366,346013,791826089,596129410,4315082,4219473,0,0
193,2016,TACNA,Gobierno Nacional,230366,346013,364113544,328096603,0,0,0,0
194,2016,TACNA,Gobierno Regional,230366,346013,139881089,47753164,18000,0,0,0
195,2016,TACNA,Gobierno Local,230366,346013,287831456,220279644,4297082,4219473,0,0
196,2016,TUMBES,Tres niveles de gobierno,147710,240590,363078034,194551120,2150409,605603,0,0
197,2016,TUMBES,Gobierno Nacional,147710,240590,88314861,41811938,0,0,0,0
198,2016,TUMBES,Gobierno Regional,147710,240590,98414251,63604804,295462,293842,0,0
199,2016,TUMBES,Gobierno Local,147710,240590,176348922,89134378,1854947,311761,0,0
200,2016,UCAYALI,Tres niveles de gobierno,304186,501269,1094562274,787236440,1112295,654355,0,0
201,2016,UCAYALI,Gobierno Nacional,304186,501269,450671049,374553383,0,0,0,0
202,2016,UCAYALI,Gobierno Regional,304186,501269,338007093,226134497,0,0,0,0
203,2016,UCAYALI,Gobierno Local,304186,501269,305884132,186548560,1112295,654355,0,0
204,2016,NACIONAL,Tres niveles de gobierno,19030611,31488625,39839105361,26947421503,586640818,406156522,0,0
205,2016,NACIONAL,Gobierno Nacional,19030611,31488625,14690920540,10346658097,10689804,8446228,0,0
206,2016,NACIONAL,Gobierno Regional,19030611,31488625,7616626073,5330758401,101051146,84264681,0,0
207,2016,NACIONAL,Gobierno Local,19030611,31488625,17531558748,11270005002,474899868,313445612,0,0
208,2017,AMAZONAS,Tres niveles de gobierno,236607,424952,1129962638,819665659,32105204,31115710,0,0
209,2017,AMAZONAS,Gobierno Nacional,236607,424952,373027202,336965104,3522973,3315517,0,0
210,2017,AMAZONAS,Gobierno Regional,236607,424952,1129962638,819665659,13847183,13482477,0,0
211,2017,AMAZONAS,Gobierno Local,236607,424952,428750697,245528287,14735048,14317716,0,0
212,2017,ANCASH,Tres niveles de gobierno,694742,1160490,1689048379,941581977,48745428,35666420,14464207,5551466
213,2017,ANCASH,Gobierno Nacional,694742,1160490,276341009,183065193,6573835,5886399,51000,0
214,2017,ANCASH,Gobierno Regional,694742,1160490,1689048379,941581977,3113323,1490299,0,0
215,2017,ANCASH,Gobierno Local,694742,1160490,1158732243,652321145,39058270,28289722,14413207,5551466
216,2017,APURIMAC,Tres niveles de gobierno,248674,462791,1652442878,1002907754,78796515,51894829,0,0
217,2017,APURIMAC,Gobierno Nacional,248674,462791,377566386,283702810,0,0,0,0
218,2017,APURIMAC,Gobierno Regional,248674,462791,1652442878,1002907754,35409746,23803270,0,0
219,2017,APURIMAC,Gobierno Local,248674,462791,1034646155,556826426,43386769,28091559,0,0
