PERIODO,TIPO_GOBIERNO_NOMBRE,TIPO,DEPARTAMENTO_META_NOMBRE,MONTO_PIM,MONTO_DEVENGADO
2015,GOBIERNOS LOCALES,ADAPTACION,AMAZONAS,654646,290194
2015,GOBIERNOS LOCALES,ADAPTACION,ANCASH,16780358,7036645
2015,GOBIERNOS LOCALES,ADAPTACION,APURIMAC,10607107,1879136
2015,GOBIERNOS LOCALES,ADAPTACION,AREQUIPA,16081917,4150783
2015,GOBIERNOS LOCALES,ADAPTACION,AYACUCHO,20217621,11759119
2015,GOBIERNOS LOCALES,ADAPTACION,CAJAMARCA,39299380,13275061
2015,GOBIERNOS LOCALES,ADAPTACION,CUSCO,19446448,13638711
2015,GOBIERNOS LOCALES,ADAPTACION,HUANCAVELICA,1527888,1241198
2015,GOBIERNOS LOCALES,ADAPTACION,HUANUCO,5112078,2430049
2015,GOBIERNOS LOCALES,ADAPTACION,ICA,13691305,7213002
2015,GOBIERNOS LOCALES,ADAPTACION,JUNIN,17136869,3601834
2015,GOBIERNOS LOCALES,ADAPTACION,LA LIBERTAD,2385635,1349277
2015,GOBIERNOS LOCALES,ADAPTACION,LAMBAYEQUE,11148572,9705561
2015,GOBIERNOS LOCALES,ADAPTACION,LIMA,11438321,10526047
2015,GOBIERNOS LOCALES,ADAPTACION,LORETO,3630929,2381691
2015,GOBIERNOS LOCALES,ADAPTACION,MOQUEGUA,1271529,893019
2015,GOBIERNOS LOCALES,ADAPTACION,PASCO,8320553,6914474
2015,GOBIERNOS LOCALES,ADAPTACION,PIURA,8832627,3741490
2015,GOBIERNOS LOCALES,ADAPTACION,PUNO,4774211,1798490
2015,GOBIERNOS LOCALES,ADAPTACION,SAN MARTIN,848072,537797
2015,GOBIERNOS LOCALES,ADAPTACION,TACNA,4726666,4495209
2015,GOBIERNOS LOCALES,ADAPTACION,TUMBES,481581,385861
2015,GOBIERNOS LOCALES,ADAPTACION,NACIONAL,218414313,109244648
2015,GOBIERNO NACIONAL,ADAPTACION,CUSCO,603398,603397
2015,GOBIERNO NACIONAL,ADAPTACION,LIMA,3345096,3345096
2015,GOBIERNO NACIONAL,ADAPTACION,LORETO,0,0
2015,GOBIERNO NACIONAL,ADAPTACION,PIURA,0,0
2015,GOBIERNO NACIONAL,ADAPTACION,NACIONAL,3948494,3948493
2015,GOBIERNO REGIONAL,ADAPTACION,AMAZONAS,8533483,6007963
2015,GOBIERNO REGIONAL,ADAPTACION,ANCASH,3003071,0
2015,GOBIERNO REGIONAL,ADAPTACION,APURIMAC,23243984,23161044
2015,GOBIERNO REGIONAL,ADAPTACION,AYACUCHO,3983449,3251003
2015,GOBIERNO REGIONAL,ADAPTACION,CUSCO,190766,190765
2015,GOBIERNO REGIONAL,ADAPTACION,HUANCAVELICA,3726382,3649755
2015,GOBIERNO REGIONAL,ADAPTACION,LIMA,470971,470927
2015,GOBIERNO REGIONAL,ADAPTACION,LORETO,2213019,0
2015,GOBIERNO REGIONAL,ADAPTACION,MOQUEGUA,241462,208426
2015,GOBIERNO REGIONAL,ADAPTACION,PASCO,8439747,8416812
2015,GOBIERNO REGIONAL,ADAPTACION,PIURA,51597,0
2015,GOBIERNO REGIONAL,ADAPTACION,SAN MARTIN,979911,160872
2015,GOBIERNO REGIONAL,ADAPTACION,TUMBES,0,0
2015,GOBIERNO REGIONAL,ADAPTACION,NACIONAL,55077842,45517567
2015,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,AMAZONAS,405176,268367
2015,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,ANCASH,3821349,3180382
2015,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,APURIMAC,800195,717819
2015,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,AREQUIPA,908276,257003
2015,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,AYACUCHO,3322139,2698863
2015,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,CAJAMARCA,2626236,1933181
2015,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,CUSCO,36173543,34574050
2015,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,HUANCAVELICA,1264336,1217261
2015,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,HUANUCO,5212551,5143474
2015,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,ICA,1730791,1307173
2015,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,JUNIN,170720,94962
2015,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,LA LIBERTAD,2783561,1845474
2015,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,LAMBAYEQUE,141047,140601
2015,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,LIMA,1066838,166642
2015,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,LORETO,582407,519281
2015,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,MADRE DE DIOS,24856,19655
2015,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,MOQUEGUA,826627,469101
2015,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,PASCO,2095284,1471027
2015,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,PIURA,433735,364417
2015,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,PUNO,558824,205345
2015,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,SAN MARTIN,2283534,2214153
2015,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,TACNA,492386,468447
2015,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,TUMBES,203825,203825
2015,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,UCAYALI,201392,25034
2015,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,NACIONAL,68129628,59505537
2015,GOBIERNO NACIONAL,ADAPTACION Y MITIGACION,ANCASH,5475838,5432688
2015,GOBIERNO NACIONAL,ADAPTACION Y MITIGACION,CAJAMARCA,1697921,1645666
2015,GOBIERNO NACIONAL,ADAPTACION Y MITIGACION,HUANUCO,4102962,4079349
2015,GOBIERNO NACIONAL,ADAPTACION Y MITIGACION,PIURA,47200,47200
2015,GOBIERNO NACIONAL,ADAPTACION Y MITIGACION,NACIONAL,11323921,11204903
2015,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,AMAZONAS,2421334,2408649
2015,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,ANCASH,2093955,0
2015,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,APURIMAC,41733228,41284318
2015,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,AYACUCHO,1260635,1244526
2015,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,CAJAMARCA,2168992,1678889
2015,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,CUSCO,5702472,5647261
2015,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,HUANCAVELICA,2579300,2554513
2015,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,HUANUCO,8010589,8007174
2015,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,MADRE DE DIOS,2640444,2543999
2015,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,PASCO,778881,667753
2015,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,PIURA,111480,88636
2015,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,PUNO,2276606,2276603
2015,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,SAN MARTIN,2055213,1776969
2015,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,TUMBES,329622,293417
2015,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,NACIONAL,74162751,70472707
2015,GOBIERNOS LOCALES,MITIGACION,AMAZONAS,0,0
2015,GOBIERNOS LOCALES,MITIGACION,AREQUIPA,63614,50506
2015,GOBIERNOS LOCALES,MITIGACION,CAJAMARCA,911200,814817
2015,GOBIERNOS LOCALES,MITIGACION,CUSCO,248270,242534
2015,GOBIERNOS LOCALES,MITIGACION,JUNIN,0,0
2015,GOBIERNOS LOCALES,MITIGACION,LA LIBERTAD,36650,36650
2015,GOBIERNOS LOCALES,MITIGACION,LIMA,60000,0
2015,GOBIERNOS LOCALES,MITIGACION,LORETO,51000,40800
2015,GOBIERNOS LOCALES,MITIGACION,PUNO,350680,199037
2015,GOBIERNOS LOCALES,MITIGACION,SAN MARTIN,7992905,7992905
2015,GOBIERNOS LOCALES,MITIGACION,NACIONAL,9714319,9377249
2015,GOBIERNO REGIONAL,MITIGACION,CAJAMARCA,582089,568437
2015,GOBIERNO REGIONAL,MITIGACION,JUNIN,407577,357381
2015,GOBIERNO REGIONAL,MITIGACION,NACIONAL,989666,925818
2015,TRES NIVELES DE GOBIERNO,ADAPTACION,AMAZONAS,9188129,6298157
2015,TRES NIVELES DE GOBIERNO,ADAPTACION,ANCASH,19783429,7036645
2015,TRES NIVELES DE GOBIERNO,ADAPTACION,APURIMAC,33851091,25040180
2015,TRES NIVELES DE GOBIERNO,ADAPTACION,AREQUIPA,16081917,4150783
2015,TRES NIVELES DE GOBIERNO,ADAPTACION,AYACUCHO,24201070,15010122
2015,TRES NIVELES DE GOBIERNO,ADAPTACION,CAJAMARCA,39299380,13275061
2015,TRES NIVELES DE GOBIERNO,ADAPTACION,CUSCO,20240612,14432873
2015,TRES NIVELES DE GOBIERNO,ADAPTACION,HUANCAVELICA,5254270,4890953
2015,TRES NIVELES DE GOBIERNO,ADAPTACION,HUANUCO,5112078,2430049
2015,TRES NIVELES DE GOBIERNO,ADAPTACION,ICA,13691305,7213002
2015,TRES NIVELES DE GOBIERNO,ADAPTACION,JUNIN,17136869,3601834
2015,TRES NIVELES DE GOBIERNO,ADAPTACION,LA LIBERTAD,2385635,1349277
2015,TRES NIVELES DE GOBIERNO,ADAPTACION,LAMBAYEQUE,11148572,9705561
2015,TRES NIVELES DE GOBIERNO,ADAPTACION,LIMA,15254388,14342070
2015,TRES NIVELES DE GOBIERNO,ADAPTACION,LORETO,5843948,2381691
2015,TRES NIVELES DE GOBIERNO,ADAPTACION,MOQUEGUA,1512991,1101445
2015,TRES NIVELES DE GOBIERNO,ADAPTACION,NACIONAL,277440649,158710708
2015,TRES NIVELES DE GOBIERNO,ADAPTACION,PASCO,16760300,15331286
2015,TRES NIVELES DE GOBIERNO,ADAPTACION,PIURA,8884224,3741490
2015,TRES NIVELES DE GOBIERNO,ADAPTACION,PUNO,4774211,1798490
2015,TRES NIVELES DE GOBIERNO,ADAPTACION,SAN MARTIN,1827983,698669
2015,TRES NIVELES DE GOBIERNO,ADAPTACION,TACNA,4726666,4495209
2015,TRES NIVELES DE GOBIERNO,ADAPTACION,TUMBES,481581,385861
2015,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,AMAZONAS,2826510,2677016
2015,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,ANCASH,11391142,8613070
2015,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,APURIMAC,42533423,42002137
2015,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,AREQUIPA,908276,257003
2015,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,AYACUCHO,4582774,3943389
2015,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,CAJAMARCA,6493149,5257736
2015,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,CUSCO,41876015,40221311
2015,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,HUANCAVELICA,3843636,3771774
2015,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,HUANUCO,17326102,17229997
2015,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,ICA,1730791,1307173
2015,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,JUNIN,170720,94962
2015,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,LA LIBERTAD,2783561,1845474
2015,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,LAMBAYEQUE,141047,140601
2015,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,LIMA,1066838,166642
2015,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,LORETO,582407,519281
2015,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,MADRE DE DIOS,2665300,2563654
2015,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,MOQUEGUA,826627,469101
2015,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,NACIONAL,153616300,141183147
2015,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,PASCO,2874165,2138780
2015,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,PIURA,592415,500253
2015,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,PUNO,2835430,2481948
2015,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,SAN MARTIN,4338747,3991122
2015,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,TACNA,492386,468447
2015,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,TUMBES,533447,497242
2015,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,UCAYALI,201392,25034
2015,TRES NIVELES DE GOBIERNO,MITIGACION,AMAZONAS,0,0
2015,TRES NIVELES DE GOBIERNO,MITIGACION,AREQUIPA,63614,50506
2015,TRES NIVELES DE GOBIERNO,MITIGACION,CAJAMARCA,1493289,1383254
2015,TRES NIVELES DE GOBIERNO,MITIGACION,CUSCO,248270,242534
2015,TRES NIVELES DE GOBIERNO,MITIGACION,JUNIN,407577,357381
2015,TRES NIVELES DE GOBIERNO,MITIGACION,LA LIBERTAD,36650,36650
2015,TRES NIVELES DE GOBIERNO,MITIGACION,LIMA,60000,0
2015,TRES NIVELES DE GOBIERNO,MITIGACION,LORETO,51000,40800
2015,TRES NIVELES DE GOBIERNO,MITIGACION,NACIONAL,10703985,10303067
2015,TRES NIVELES DE GOBIERNO,MITIGACION,PUNO,350680,199037
2015,TRES NIVELES DE GOBIERNO,MITIGACION,SAN MARTIN,7992905,7992905
2016,GOBIERNO LOCAL,ADAPTACION,AMAZONAS,3591040,2706164
2016,GOBIERNO LOCAL,ADAPTACION,ANCASH,27393738,15212538
2016,GOBIERNO LOCAL,ADAPTACION,APURIMAC,31245470,17941936
2016,GOBIERNO LOCAL,ADAPTACION,AREQUIPA,21214308,8633543
2016,GOBIERNO LOCAL,ADAPTACION,AYACUCHO,38465546,29078380
2016,GOBIERNO LOCAL,ADAPTACION,CAJAMARCA,60713986,46734357
2016,GOBIERNO LOCAL,ADAPTACION,CUSCO,21031652,15493548
2016,GOBIERNO LOCAL,ADAPTACION,HUANCAVELICA,11104438,4990280
2016,GOBIERNO LOCAL,ADAPTACION,HUANUCO,15706848,11088594
2016,GOBIERNO LOCAL,ADAPTACION,ICA,13799891,9270592
2016,GOBIERNO LOCAL,ADAPTACION,JUNIN,43936027,25327332
2016,GOBIERNO LOCAL,ADAPTACION,LA LIBERTAD,13285132,10940181
2016,GOBIERNO LOCAL,ADAPTACION,LAMBAYEQUE,22303797,5904945
2016,GOBIERNO LOCAL,ADAPTACION,LIMA,10647744,5166549
2016,GOBIERNO LOCAL,ADAPTACION,LORETO,10211727,9288056
2016,GOBIERNO LOCAL,ADAPTACION,MADRE DE DIOS,8029268,1473712
2016,GOBIERNO LOCAL,ADAPTACION,MOQUEGUA,7349545,3469977
2016,GOBIERNO LOCAL,ADAPTACION,PASCO,4943163,3586517
2016,GOBIERNO LOCAL,ADAPTACION,PIURA,20746284,16609164
2016,GOBIERNO LOCAL,ADAPTACION,PUNO,10746490,4516315
2016,GOBIERNO LOCAL,ADAPTACION,SAN MARTIN,8763721,4504826
2016,GOBIERNO LOCAL,ADAPTACION,TACNA,4297082,4219473
2016,GOBIERNO LOCAL,ADAPTACION,TUMBES,1854947,311761
2016,GOBIERNO LOCAL,ADAPTACION,UCAYALI,922343,513011
2016,GOBIERNO LOCAL,ADAPTACION,NACIONAL,412304187,256981751
2016,GOBIERNO NACIONAL,ADAPTACION,CUSCO,10277,10277
2016,GOBIERNO NACIONAL,ADAPTACION,LIMA,3203646,1601710
2016,GOBIERNO NACIONAL,ADAPTACION,NACIONAL,3213923,1611987
2016,GOBIERNO REGIONAL,ADAPTACION,AMAZONAS,5453355,5091356
2016,GOBIERNO REGIONAL,ADAPTACION,ANCASH,2967669,2824606
2016,GOBIERNO REGIONAL,ADAPTACION,APURIMAC,18039113,18032378
2016,GOBIERNO REGIONAL,ADAPTACION,AYACUCHO,12681715,4607359
2016,GOBIERNO REGIONAL,ADAPTACION,CAJAMARCA,990000,190000
2016,GOBIERNO REGIONAL,ADAPTACION,CUSCO,350000,0
2016,GOBIERNO REGIONAL,ADAPTACION,HUANUCO,21654,21654
2016,GOBIERNO REGIONAL,ADAPTACION,ICA,420454,307413
2016,GOBIERNO REGIONAL,ADAPTACION,LIMA,1244222,431424
2016,GOBIERNO REGIONAL,ADAPTACION,MADRE DE DIOS,120000,117350
2016,GOBIERNO REGIONAL,ADAPTACION,MOQUEGUA,23734,22500
2016,GOBIERNO REGIONAL,ADAPTACION,PASCO,5410617,5247428
2016,GOBIERNO REGIONAL,ADAPTACION,SAN MARTIN,819037,0
2016,GOBIERNO REGIONAL,ADAPTACION,TACNA,18000,0
2016,GOBIERNO REGIONAL,ADAPTACION,NACIONAL,48559570,36893468
2016,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,AMAZONAS,279821,129820
2016,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,ANCASH,3898232,3698089
2016,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,APURIMAC,878001,739216
2016,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,AREQUIPA,38370,35120
2016,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,AYACUCHO,6102750,5760976
2016,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,CAJAMARCA,2324436,1467623
2016,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,CUSCO,32005661,30658709
2016,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,HUANCAVELICA,914566,741020
2016,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,HUANUCO,3368099,2849180
2016,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,ICA,561949,542565
2016,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,JUNIN,258381,111500
2016,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,LA LIBERTAD,2923454,2651318
2016,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,LAMBAYEQUE,50000,0
2016,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,LIMA,765022,740252
2016,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,LORETO,444308,389410
2016,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,MOQUEGUA,1406604,1217064
2016,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,PASCO,2037899,1230388
2016,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,PIURA,663782,510490
2016,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,PUNO,1671428,1607215
2016,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,SAN MARTIN,236947,111103
2016,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,UCAYALI,189952,141343
2016,GOBIERNOS LOCALES,ADAPTACION Y MITIGACION,NACIONAL,61019662,55332401
2016,GOBIERNO NACIONAL,ADAPTACION Y MITIGACION,AMAZONAS,19110,5919
2016,GOBIERNO NACIONAL,ADAPTACION Y MITIGACION,ANCASH,5358697,4930559
2016,GOBIERNO NACIONAL,ADAPTACION Y MITIGACION,CAJAMARCA,398700,398694
2016,GOBIERNO NACIONAL,ADAPTACION Y MITIGACION,LORETO,199374,0
2016,GOBIERNO NACIONAL,ADAPTACION Y MITIGACION,SAN MARTIN,1500000,1499069
2016,GOBIERNO NACIONAL,ADAPTACION Y MITIGACION,NACIONAL,7475881,6834241
2016,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,AMAZONAS,3279722,3001743
2016,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,ANCASH,3360467,478698
2016,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,APURIMAC,20653334,20104855
2016,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,AYACUCHO,1557281,1555691
2016,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,CAJAMARCA,990614,888126
2016,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,CUSCO,5400149,5304732
2016,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,HUANCAVELICA,3846755,3676466
2016,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,HUANUCO,7690861,6974113
2016,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,LORETO,11500,11500
2016,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,MADRE DE DIOS,819292,817060
2016,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,PUNO,2300000,2241699
2016,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,SAN MARTIN,1968618,1724684
2016,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,TUMBES,295462,293842
2016,GOBIERNO REGIONAL,ADAPTACION Y MITIGACION,NACIONAL,52174055,47073209
2016,GOBIERNOS LOCALES,MITIGACION,AMAZONAS,78170,39040
2016,GOBIERNOS LOCALES,MITIGACION,AREQUIPA,12400,12389
2016,GOBIERNOS LOCALES,MITIGACION,CAJAMARCA,390477,254251
2016,GOBIERNOS LOCALES,MITIGACION,CUSCO,128571,127371
2016,GOBIERNOS LOCALES,MITIGACION,JUNIN,60376,56375
2016,GOBIERNOS LOCALES,MITIGACION,LA LIBERTAD,433719,384323
2016,GOBIERNOS LOCALES,MITIGACION,PUNO,472306,257710
2016,GOBIERNOS LOCALES,MITIGACION,NACIONAL,1576019,1131459
2016,GOBIERNO REGIONAL,MITIGACION,CAJAMARCA,317521,298005
2016,GOBIERNO REGIONAL,MITIGACION,NACIONAL,317521,298005
2016,TRES NIVELES DE GOBIERNO,ADAPTACION,AMAZONAS,9044395,7797520
2016,TRES NIVELES DE GOBIERNO,ADAPTACION,ANCASH,30361407,18037144
2016,TRES NIVELES DE GOBIERNO,ADAPTACION,APURIMAC,49284583,35974314
2016,TRES NIVELES DE GOBIERNO,ADAPTACION,AREQUIPA,21214308,8633543
2016,TRES NIVELES DE GOBIERNO,ADAPTACION,AYACUCHO,51147261,33685739
2016,TRES NIVELES DE GOBIERNO,ADAPTACION,CAJAMARCA,61703986,46924357
2016,TRES NIVELES DE GOBIERNO,ADAPTACION,CUSCO,21391929,15503825
2016,TRES NIVELES DE GOBIERNO,ADAPTACION,HUANCAVELICA,11104438,4990280
2016,TRES NIVELES DE GOBIERNO,ADAPTACION,HUANUCO,15728502,11110248
2016,TRES NIVELES DE GOBIERNO,ADAPTACION,ICA,14220345,9578005
2016,TRES NIVELES DE GOBIERNO,ADAPTACION,JUNIN,43936027,25327332
2016,TRES NIVELES DE GOBIERNO,ADAPTACION,LA LIBERTAD,13285132,10940181
2016,TRES NIVELES DE GOBIERNO,ADAPTACION,LAMBAYEQUE,22303797,5904945
2016,TRES NIVELES DE GOBIERNO,ADAPTACION,LIMA,15095612,7199683
2016,TRES NIVELES DE GOBIERNO,ADAPTACION,LORETO,10211727,9288056
2016,TRES NIVELES DE GOBIERNO,ADAPTACION,MADRE DE DIOS,8149268,1591062
2016,TRES NIVELES DE GOBIERNO,ADAPTACION,MOQUEGUA,7373279,3492477
2016,TRES NIVELES DE GOBIERNO,ADAPTACION,NACIONAL,464077680,295487206
2016,TRES NIVELES DE GOBIERNO,ADAPTACION,PASCO,10353780,8833945
2016,TRES NIVELES DE GOBIERNO,ADAPTACION,PIURA,20746284,16609164
2016,TRES NIVELES DE GOBIERNO,ADAPTACION,PUNO,10746490,4516315
2016,TRES NIVELES DE GOBIERNO,ADAPTACION,SAN MARTIN,9582758,4504826
2016,TRES NIVELES DE GOBIERNO,ADAPTACION,TACNA,4315082,4219473
2016,TRES NIVELES DE GOBIERNO,ADAPTACION,TUMBES,1854947,311761
2016,TRES NIVELES DE GOBIERNO,ADAPTACION,UCAYALI,922343,513011
2016,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,AMAZONAS,3578653,3137482
2016,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,ANCASH,12617396,9107346
2016,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,APURIMAC,21531335,20844071
2016,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,AREQUIPA,38370,35120
2016,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,AYACUCHO,7660031,7316667
2016,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,CAJAMARCA,3713750,2754443
2016,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,CUSCO,37405810,35963441
2016,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,HUANCAVELICA,4761321,4417486
2016,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,HUANUCO,11058960,9823293
2016,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,ICA,561949,542565
2016,TRES NIVELES DE GOBIERNO,ADAPTACION Y MITIGACION,JUNIN,258381,111500
